confidence,text
99.08972930908203,"In 1929 Gustav Tauschek obtained a patent on OCR in Germany, followed by Paul W. Handel"
99.55535888671875,"who obtained a US patent on OCR in USA in 1933 (U.S Patent 1,915,993). In 1935 Tauschek"
99.20870208740234,"was also granted a US patent on his method (U.S. Patent 2,026,329). Tauschek's machine was"
99.5531005859375,a
99.69244384765625,mechanical device that used templates and a photodetector.
99.52108764648438,In 1949 RCA engineers worked on the first primitive computer-type OCR to help blind people
99.64927673339844,"for the US Veterans Administration, but instead of converting the printed characters to machine"
99.6104507446289,"language, their device converted it to machine language and then spoke the letters. It proved far"
98.80033111572266,too expensive and was not pursued after testing.
99.71878814697266,"In 1950, David H. Shepard, a cryptanalyst at the Armed Forces Security Agency in the United"
98.98406982421875,"States, addressed the problem of converting printed messages into machine language for"
99.39159393310547,"computer processing and built a machine to do this, reported in the Washington Daily News on"
97.8695068359375,"27 April 1951 and in the New York Times on 26 December 1953 after his U.S. Patent 2,663,758"
99.1613540649414,"was issued. Shepard then founded Intelligent Machines Research Corporation (IMR), which"
99.3577651977539,went on to deliver the world's first several OCR systems used in commercial operation
99.50743865966797,"In 1955, the first commercial system was installed at the Reader's Digest. The second system"
99.42328643798828,was sold to the Standard Oil Company for reading credit card imprints for billing purposes.
99.66768646240234,Other systems sold by IMR during the late 1950s included a bill stub reader to the Ohio Bell
99.52149963378906,Telephone Company and a page scanner to the United States Air Force for reading and
99.60623168945312,transmitting by teletype typewritten messages. IBM and others were later licensed on Shepard's
99.61730194091797,OCR patents.
98.74401092529297,"In about 1965, Reader's Digest and RCA collaborated to build an OCR Document reader"
99.62075805664062,designed to digitise the seria numbers on Reader's Digest coupons returned from advertisements.
99.4850845336914,The fonts used on the documents were printed by an RCA Drum printer using the OCR-A font.
99.50636291503906,The reader was connected directly to an RCA 301 computer (one of the first solid state
99.50948333740234,computers). This reader was followed by a specialised document reader installed at TWA where
99.55785369873047,"the reader processed Airline Ticket stock. The readers processed documents at a rate of 1,500"
99.35819244384766,"documents per minute, and checked each document, rejecting those it was not able to process"
99.58123779296875,correctly The product became part of the RCA product line as a reader designed to process
99.34034729003906,"""Turn around Documents"" such as those utility and insurance bills returned with payments."
99.62366485595703,The United States Postal Service has been using OCR machines to sort mail since 1965 based on
99.71012115478516,technology devised primarily by the prolific inventor Jacob Rabinow. The first use of OCR in
99.5158462524414,Europe was by the British General Post Office (GPO). In 1965 it began planning an entire
99.54630279541016,"banking system, the National Giro, using OCR technology, a process that revolutionized bill"
99.52616882324219,payment systems in the UK. Canada Post has been using OCR systems since 1971
91.26984405517578,[citation needed]
99.52991485595703,"OCR systems read the name and address of the addressee at the first mechanised sorting center,"
99.49195098876953,and print a routing bar code on the envelope based on the postal code. To avoid confusion with
99.49839782714844,"the human-readable address field which can be located anywhere on the letter, special ink"
99.36174011230469,(orange in visible light) is used that is clearly visible under ultraviolet light. Envelopes may then
99.54524993896484,be processed with equipment based on simple barcode readers.
99.5814437866211,"In 1974 Ray Kurzweil started the company Kurzweil Computer Products, Inc. and led"
99.4409408569336,development of the first omni-font optical character recognition system a computer program
99.54314422607422,capable of recognizing text printed in any normal font. He decided that the best application of
99.6435546875,"this technology would be to create a reading machine for the blind, which would allow blind"
99.34661865234375,people to have a computer read text to them out loud. This device required the invention of two
98.61505889892578,enabling technologies - the CCD flatbed scanner and the text-to-speech synthesizer On
99.25186920166016,"January 13, 1976 the successful finished product was unveiled during a widely-reported news"
99.36861419677734,In
99.8619613647461,1929
92.79075622558594,Gustav
99.83021545410156,Tauschek
99.7985610961914,obtained
99.79251098632812,a
99.88438415527344,patent
98.88463592529297,on
99.79903411865234,OCR
99.78458404541016,in
99.87063598632812,"Germany,"
99.8700942993164,followed
99.87873840332031,by
99.81622314453125,Paul
96.40935516357422,W.
99.79539489746094,Handel
99.06505584716797,who
99.8642578125,obtained
99.6348876953125,a
99.64408111572266,US
99.93482208251953,patent
99.33545684814453,on
99.78339385986328,OCR
99.60601043701172,in
99.8641128540039,USA
99.77146911621094,in
99.87725067138672,1933
98.28890228271484,(U.S
99.4233169555664,Patent
98.88538360595703,"1,915,993)."
99.71570587158203,In
99.87684631347656,1935
99.87017822265625,Tauschek
97.44119262695312,was
99.62355041503906,also
99.91008758544922,granted
99.69436645507812,a
99.56734466552734,US
99.90904998779297,patent
99.01087188720703,on
99.49398803710938,his
99.87873840332031,method
99.07704162597656,(U.S.
98.95647430419922,Patent
99.25093841552734,"2,026,329)."
99.86355590820312,Tauschek's
99.82344818115234,machine
96.62983703613281,was
99.89811706542969,mechanical
99.86129760742188,device
99.56592559814453,that
99.44225311279297,used
99.9651870727539,templates
99.5478286743164,and
99.42680358886719,a
99.83213806152344,photodetector.
99.42756652832031,In
99.74394226074219,1949
99.68926239013672,RCA
99.44100189208984,engineers
99.85102081298828,worked
97.01304626464844,on
99.87430572509766,the
99.90020751953125,first
99.95061492919922,primitive
99.64228820800781,computer-type
99.5924301147461,OCR
99.0688247680664,to
99.90841674804688,help
99.76813507080078,blind
99.94524383544922,people
99.67179870605469,for
99.68851470947266,the
99.57086944580078,US
99.849609375,Veterans
99.03067016601562,"Administration,"
99.4898452758789,but
99.9100570678711,instead
99.48110961914062,of
99.59565734863281,converting
99.746826171875,the
99.94853973388672,printed
99.779541015625,characters
99.44922637939453,to
99.87760925292969,machine
99.92616271972656,"language,"
99.72142028808594,their
99.79976654052734,device
99.77279663085938,converted
99.1265869140625,it
99.84674835205078,to
99.67803955078125,machine
99.95073699951172,language
99.24657440185547,and
99.79633331298828,then
99.66474151611328,spoke
99.58258056640625,the
99.72034454345703,letters.
98.51822662353516,It
99.91266632080078,proved
99.50346374511719,far
97.1339340209961,too
99.94062042236328,expensive
99.2860107421875,and
95.71007537841797,was
99.93339538574219,not
99.86772918701172,pursued
99.8389663696289,after
98.69188690185547,testing.
99.344482421875,In
99.89852142333984,"1950,"
99.76864624023438,David
99.35328674316406,H.
99.74024963378906,"Shepard,"
99.61865234375,a
