confidence,text
99.11197662353516,Demographic data and estimates
99.1444320678711,"Area, Density, Capital City"
99.87004089355469,Projected
99.05451202392578,Percent of
99.78734588623047,Life
99.87069702148438,Population
99.94551849365234,Population
99.3565902709961,Population of
99.92503356933594,Expectancy
98.42271423339844,Pop. per
99.23204803466797,Mid-2002
99.91779327392578,(millions)
99.76449584960938,Age
99.75993347167969,at Birth
99.41999053955078,Area of Countries
99.94169616699219,Square
99.9007339477539,(millions)
99.94408416748047,2025
99.76600646972656,<15
99.4829330444336,65+
90.611328125,(years)
97.99309539794922,(square miles)
99.83492279052734,Mile
99.50353240966797,Capital City
99.71284484863281,WORLD
99.8791732788086,"6,215"
99.30047607421875,"7,859"
99.72378540039062,30
86.13068389892578,7
99.83260345458984,67
99.74264526367188,"51,789,601"
99.96148681640625,120
97.53651428222656,MORE DEVELOPED
97.41410827636719,"1,197"
96.38406372070312,1.249
99.93575286865234,18
99.95353698730469,15
99.90068054199219,76
99.74822998046875,"19,814,584"
99.94325256347656,60
99.89302825927734,LESS DEVELOPED
99.48926544189453,5.018
99.83361053466797,"6,61"
99.83368682861328,33
99.96106719970703,5
99.95729064941406,65
99.8250961303711,"31,975,017"
99.95587158203125,157
99.93158721923828,Egypt
99.895751953125,71.2
95.08119201660156,96.1
99.90492248535156,36
99.16525268554688,4
99.88037109375,66
99.87737274169922,"386,66"
99.95794677734375,184
99.5329360961914,Cairo
99.54953002929688,Nigeria
99.92374420166016,129.9
99.90156555175781,204.5
99.95573425292969,44
99.25495147705078,3
99.95884704589844,52
99.82189178466797,"356,668"
99.94451904296875,364
99.27771759033203,Abuja
99.9544677734375,Ethiopia
99.8697738647461,67.7
99.89744567871094,117.6
99.84418487548828,44
99.1539306640625,3
99.87373352050781,52
99.87648010253906,"426,371"
99.93962097167969,159
99.357177734375,Addis Ababa
99.94892120361328,Tanzania
99.85616302490234,37.2
99.89838409423828,59.8
99.96649932861328,45
99.8758544921875,3
97.63610076904297,52
99.84819793701172,"364,9"
79.75519561767578,102
99.49905395507812,Dodoma
99.72792053222656,"Congo, Dem. Rep. of"
99.91705322265625,55.2
99.90826416015625,106.0
99.84734344482422,48
99.67809295654297,3
99.85942077636719,49
99.79751586914062,"905,351"
99.66172790527344,61
99.64693450927734,Kinshasa
99.78386688232422,South Africa
86.52709197998047,43.6
99.84980773925781,35.1
83.29110717773438,34
99.96871948242188,5
99.88480377197266,51
99.80085754394531,"471,444"
99.7733383178711,93
99.09870910644531,Pretoria
99.89715576171875,Canada
94.80077362060547,31.3
99.56770324707031,36.0
99.75499725341797,19
99.89826202392578,13
99.8602294921875,79
99.78031921386719,"3,849,670"
99.86380004882812,8
99.62100219726562,Ottawa
99.78350067138672,United States
99.91853332519531,287.4
99.90656280517578,346.0
99.92318725585938,21
99.92257690429688,13
99.9510726928711,77
99.76383972167969,"3,717,796"
