confidence,text
99.69467163085938,Differences between FineReader versions
99.72786712646484,supplied with
99.8194580078125,for beginners
99.83708190917969,for home
99.78943634033203,for office
99.56369018554688,your scanner
99.09807586669922,Sprint 4.0
98.22782897949219,StartUp 5.0
98.52002716064453,Pro 5.0
99.04200744628906,Office 5.0
99.86166381835938,Recognition
99.89582061767578,Recognition
99.88981628417969,Recognition
99.87772369384766,Recognition
99.79197692871094,Recognition quality
97.98612976074219,quality better by
99.82421875,quality better by
99.7941665649414,quality better by
99.19499206542969,"1,5-2 times"
93.79218292236328,"1,5-2 times"
99.23821258544922,"1,5-2 times"
99.59370422363281,"Recognition of superscript, subscript"
90.89148712158203,+
84.96541595458984,+
99.8465347290039,and dropped capitals
99.82129669189453,Barcode recognition
80.68836212158203,+
99.81906127929688,Language support
99.54508209228516,Recognition languages
99.66590118408203,53 languages
99.61346435546875,12 languages
99.81161499023438,176 languages
99.76329040527344,176 languages
99.91326904296875,Multilingual document recognition
81.6879653930664,+
83.29917907714844,+
99.67371368408203,Built-in spelling check
99.6772232055664,30 languages
99.73147583007812,30 languages
99.71727752685547,Pattern training for new symbols
53.35146713256836,+
74.3997573852539,+
99.70618438720703,Creation of new languages
90.74415588378906,+
99.8143310546875,Saving
99.7918472290039,"Saving in MS Word, MS Excel,"
86.57952880859375,+
68.43794250488281,+
88.20801544189453,+
92.96743774414062,+
99.40061950683594,"Word Pro, WordPerfect, StarWriter"
98.52643585205078,"Saving in HTML, PDF, RTF, DOC,"
99.53363037109375,"Only RTF, TXT"
94.86550903320312,"All save PDF,"
88.152587890625,+
67.64817810058594,+
99.76498413085938,"XLS, DBF, CSV, and TXT formats"
99.37026977539062,HTML
99.7155990600586,Export via ODMA
75.8041000366211,+
99.76445770263672,Interface
99.55584716796875,OCR Wizard
80.59783935546875,+
53.732818603515625,+
86.53742980957031,+
96.35691833496094,Built-in editor
79.08547973632812,+
72.62544250488281,+
99.82546997070312,Network
99.76193237304688,Network installation
77.79008483886719,+
99.87847900390625,Distributed document processing over
76.94291687011719,+
99.4710922241211,a network
99.7840347290039,Control of licences run simultaneously
71.85164642333984,+
99.87046813964844,Professional features
99.92086029052734,Background recognition
54.31997299194336,+
82.34019470214844,+
99.54838562011719,Batch work
86.42587280273438,+
31.71500587463379,+
99.62628173828125,Multiprocessing support
89.98248291015625,+
99.30850219726562,FormFiller
91.89933776855469,+
99.64955139160156,Correspondence between version of 4.0
99.91547393798828,Sprint
98.25881958007812,StartUp
99.86058807373047,Standard
99.58841705322266,Professional
99.50020599365234,series and 5.0 series
98.09424591064453,"1 - English, Dutch (Standard, Belgium), Spanish, Italian, German (Standard, New Spelling), Portuguese"
99.83300018310547,"(Standard, Brazilian), Russian, Turkish, French."
99.77998352050781,Differences
99.78303527832031,between
99.38951110839844,FineReader
99.82614135742188,versions
99.90786743164062,supplied
99.54786682128906,with
99.7024154663086,for
99.9365005493164,beginners
99.77700805664062,for
99.89715576171875,home
99.71683502197266,for
99.86203002929688,office
99.697509765625,your
99.42987823486328,scanner
99.31222534179688,Sprint
98.88391876220703,4.0
98.25666809082031,StartUp
98.19898986816406,5.0
98.8931884765625,Pro
98.14685821533203,5.0
99.46542358398438,Office
98.61859893798828,5.0
99.86505126953125,Recognition
99.71890258789062,quality
99.84042358398438,quality
94.46031188964844,better
99.65763854980469,by
99.84902954101562,quality
99.86219787597656,better
99.76142120361328,by
99.78575134277344,quality
99.82545471191406,better
99.77129364013672,by
98.88626861572266,"1,5-2"
99.50371551513672,times
88.15506744384766,"1,5-2"
99.42930603027344,times
98.95677185058594,"1,5-2"
99.5196533203125,times
99.87144470214844,Recognition
99.65723419189453,of
99.17574310302734,"superscript,"
99.67039489746094,subscript
99.78265380859375,and
99.94606018066406,dropped
99.8108901977539,capitals
99.75067138671875,Barcode
99.89190673828125,recognition
99.88904571533203,Language
99.74906158447266,support
99.22628784179688,Recognition
99.86387634277344,languages
99.40432739257812,53
99.92748260498047,languages
99.4397201538086,12
99.78720092773438,languages
99.67283630371094,176
99.95039367675781,languages
99.58647155761719,176
99.94011688232422,languages
99.89946746826172,Multilingual
99.91876220703125,document
99.92156982421875,recognition
99.45838165283203,Built-in
99.6609878540039,spelling
99.90177917480469,check
99.41331481933594,30
99.94113159179688,languages
99.52886199951172,30
99.93408966064453,languages
99.88082885742188,Pattern
99.95809173583984,training
99.82452392578125,for
99.03465270996094,new
99.8882827758789,symbols
99.86494445800781,Creation
99.6227798461914,of
99.38981628417969,new
99.94718933105469,languages
99.8832015991211,Saving
99.8022232055664,in
99.74900817871094,MS
99.81025695800781,"Word,"
99.67754364013672,MS
99.8288803100586,"Excel,"
99.58863830566406,Word
99.59437561035156,"Pro,"
99.52875518798828,"WordPerfect,"
98.89071655273438,StarWriter
99.88636779785156,Saving
97.46666717529297,in
94.61373901367188,"HTML,"
99.8551025390625,"PDF,"
99.65684509277344,"RTF,"
