confidence,text
99.79193878173828,Capture Front-ends Linked to Backend
98.80416107177734,Systems and Web Applications
99.5909423828125,Exisiting applications can be improved or
99.30179595947266,extended using OCR for easy capture of input
99.1678695678711,of data to a networked backend system or
98.75012969970703,Web applicaition. For example:
92.0091552734375,Mobile capture for CRM - take a picture of
99.72763061523438,a business card for input into a CRM
99.61851501464844,system or sales lead database
96.10930633544922,Mobile capture for Workflow - take a
99.47563934326172,picture of a document for fast input into a
99.69660949707031,workflow application
99.55084991455078,Client/server text conversion and
90.4924087524414,processing - collecting pieces of texts and
99.3406982421875,other data via mobile phone camera and
99.02631378173828,sending to a Web or other server for
99.27584838867188,processing. Mobile OCR can be used for
98.56255340576172,pre-recognition and to check image
98.85202026367188,"quality, before sending to a server for"
88.58052825927734,processing.
99.92096710205078,Capture
99.8846206665039,Front-ends
99.7416763305664,Linked
99.46211242675781,to
99.95030975341797,Backend
99.87383270263672,Systems
99.87384796142578,and
99.43963623046875,Web
96.02932739257812,Applications
99.79931640625,Exisiting
99.9688949584961,applications
99.6613540649414,can
99.39238739013672,be
99.90938568115234,improved
98.81429290771484,or
99.81429290771484,extended
99.29298400878906,using
99.48409271240234,OCR
99.97150421142578,for
99.95393371582031,easy
99.75640869140625,capture
96.42644500732422,of
99.71471405029297,input
97.44513702392578,of
99.84439849853516,data
97.49964141845703,to
99.9264144897461,a
99.85712432861328,networked
99.87726593017578,backend
99.62886047363281,system
99.26416015625,or
99.1723861694336,Web
96.37469482421875,applicaition.
99.90693664550781,For
99.54649353027344,example:
99.91106414794922,Mobile
99.89549255371094,capture
99.95211029052734,for
99.54659271240234,CRM
31.271848678588867,-
99.48738098144531,take
99.85440063476562,a
99.94434356689453,picture
98.21920013427734,of
99.8028335571289,a
99.5594711303711,business
99.72187805175781,card
99.9291763305664,for
99.63885498046875,input
99.6982421875,into
99.83712768554688,a
99.6334457397461,CRM
99.54927825927734,system
99.42184448242188,or
99.58213806152344,sales
99.6552734375,lead
99.88407135009766,database
99.8623275756836,Mobile
99.81159210205078,capture
99.89179992675781,for
99.47312927246094,Workflow
75.31011962890625,-
98.60823822021484,take
99.80792999267578,a
99.93605041503906,picture
97.26114654541016,of
99.88501739501953,a
99.7710189819336,document
99.76891326904297,for
99.85514831542969,fast
99.37998962402344,input
99.53962707519531,into
99.88385772705078,a
99.43914794921875,workflow
99.9540786743164,application
99.7046127319336,Client/server
99.05667877197266,text
99.69548797607422,conversion
99.74662780761719,and
99.4920883178711,processing
48.949615478515625,-
99.60501098632812,collecting
89.04989624023438,pieces
97.86261749267578,of
98.69364166259766,texts
99.79399108886719,and
98.34123992919922,other
99.81549072265625,data
99.59904479980469,via
99.76533508300781,mobile
98.76265716552734,phone
99.64588165283203,camera
99.45523071289062,and
99.3460922241211,sending
97.6155014038086,to
99.94186401367188,a
98.9382553100586,Web
99.45873260498047,or
98.35735321044922,other
99.06243896484375,server
99.49024963378906,for
99.00148010253906,processing.
99.7991943359375,Mobile
99.49085235595703,OCR
99.48674774169922,can
98.59286499023438,be
99.23928833007812,used
99.32049560546875,for
99.8752212524414,pre-recognition
99.80805206298828,and
96.13896942138672,to
97.92466735839844,check
99.06586456298828,image
99.88063049316406,"quality,"
96.87723541259766,before
99.3812255859375,sending
96.73131561279297,to
99.84652709960938,a
99.56745910644531,server
99.67977142333984,for
