confidence,text
99.15662384033203,ABBYY
98.33670043945312,Extend functionality of mobile devices
98.9046630859375,with ABBYY technology
99.13555145263672,"ABBYY, a leading provider of text recognition, data capture"
97.93897247314453,"and linguistic software, has implemented its technologies"
99.02925109863281,into a new generation of applications and tools
99.74256134033203,for mobile devices:
99.22494506835938,ABBYY mobile text recognition and translation
98.42118072509766,applications
99.53993225097656,ABBYY mobile solutions allow users to turn their devices into a portable
96.41902160644531,"scanner, smart translation assistant, or efficient contact management tool:"
99.2308120727539,ABBYY otoTranslate provides the easiest and fastest way to
99.2013168334961,translate words by simply taking an image of text with a built-in
99.03462219238281,camera on mobile devices.
98.55622863769531,ABBYY Lingvo Mobile is a multilingual dictionary for mobile devices
98.94813537597656,that provides accurate translation of words and word combinations at
99.1114273071289,any time and place.
98.73743438720703,ABBYY Tutor is a vocabulary building application which allows users to
99.18800354003906,easily and effectively memorize foreign words.
99.50672149658203,ABBYY Business Card Reader automatically captures and stores
98.53914642333984,contact information from a business card into the mobile phone's
87.00596618652344,address book
97.95309448242188,ABBYY OCR toolkit for mobile software developers
72.75508117675781,ARY Moile ooR nine delvers the OoR technology that inderes the
99.05020141601562,Extend
98.5246353149414,functionality
96.46880340576172,of
98.19931030273438,mobile
99.44055938720703,devices
98.12430572509766,with
99.1533203125,ABBYY
99.43635559082031,technology
99.37287902832031,"ABBYY,"
99.35393524169922,a
98.85813903808594,leading
99.82625579833984,provider
96.6336898803711,of
99.3393325805664,text
99.50209045410156,"recognition,"
99.72100830078125,data
99.61260223388672,capture
99.62761688232422,and
99.8412094116211,linguistic
98.43518829345703,"software,"
88.67842864990234,has
99.84037780761719,implemented
99.70149230957031,its
99.44847869873047,technologies
99.45005798339844,into
99.63455200195312,a
98.73588562011719,new
99.72036743164062,generation
96.25977325439453,of
99.90837860107422,applications
99.68614196777344,and
98.83882141113281,tools
99.75303649902344,for
99.71249389648438,mobile
99.76215362548828,devices:
99.55843353271484,ABBYY
99.5318603515625,mobile
98.09500885009766,text
98.75007629394531,recognition
99.76943969726562,and
99.64486694335938,translation
99.73117065429688,ABBYY
99.67094421386719,mobile
99.62762451171875,solutions
99.66829681396484,allow
98.93788146972656,users
99.57971954345703,to
99.69979858398438,turn
99.30728912353516,their
99.68950653076172,devices
99.29473876953125,into
99.43207550048828,a
99.84014892578125,portable
90.67803192138672,"scanner,"
99.16669464111328,smart
96.17520904541016,translation
94.42495727539062,"assistant,"
98.85834503173828,or
99.79388427734375,efficient
99.50988006591797,contact
99.69175720214844,management
89.47240447998047,tool:
99.28353118896484,ABBYY
97.03384399414062,otoTranslate
98.26715087890625,provides
99.77348327636719,the
99.71685791015625,easiest
99.86090850830078,and
99.85243225097656,fastest
99.73306274414062,way
99.55607604980469,to
97.53746032714844,translate
98.95437622070312,words
99.79070281982422,by
99.75384521484375,simply
99.63584899902344,taking
99.77796173095703,an
99.80219268798828,image
97.347412109375,of
99.51586151123047,text
99.54644012451172,with
99.70553588867188,a
99.04816436767578,built-in
99.62509155273438,camera
99.03523254394531,on
99.71770477294922,mobile
97.76043701171875,devices.
98.77485656738281,ABBYY
99.61648559570312,Lingvo
99.78506469726562,Mobile
98.80917358398438,is
99.52919006347656,a
99.80635070800781,multilingual
99.88756561279297,dictionary
99.88777160644531,for
89.72431182861328,mobile
99.74153900146484,devices
99.70018768310547,that
94.31124114990234,provides
99.93143463134766,accurate
99.78369140625,translation
98.52751159667969,of
98.6830062866211,words
99.89794158935547,and
99.08863067626953,word
99.7071304321289,combinations
99.85063171386719,at
99.89197540283203,any
99.6313247680664,time
99.8357925415039,and
97.08662414550781,place.
98.830810546875,ABBYY
99.2110824584961,Tutor
93.9993667602539,is
99.53279876708984,a
99.617431640625,vocabulary
99.8216781616211,building
96.89032745361328,application
99.61717224121094,which
99.84930419921875,allows
99.03314971923828,users
99.70866394042969,to
99.8625259399414,easily
99.82734680175781,and
99.81082916259766,effectively
99.80099487304688,memorize
99.8965835571289,foreign
95.92974090576172,words.
99.24745178222656,ABBYY
99.67647552490234,Business
99.46974182128906,Card
99.7201919555664,Reader
99.88036346435547,automatically
99.6593017578125,captures
99.80171966552734,and
98.59851837158203,stores
99.31069946289062,contact
99.7782974243164,information
99.85926055908203,from
99.65184783935547,a
92.6883316040039,business
99.70906066894531,card
99.58624267578125,into
99.84652709960938,the
98.45230865478516,mobile
96.50888061523438,phone's
98.15841674804688,address
75.85352325439453,book
99.50293731689453,ABBYY
94.29242706298828,OCR
97.7932357788086,toolkit
99.70610046386719,for
97.83625030517578,mobile
96.75968933105469,software
99.7810287475586,developers
38.34156799316406,ARY
69.6629867553711,Moile
25.071651458740234,ooR
84.1414794921875,nine
78.56182861328125,delvers
92.97198486328125,the
57.158260345458984,OoR
85.70823669433594,technology
92.19473266601562,that
79.83736419677734,inderes
96.65580749511719,the
