confidence,text
98.82743835449219,Extend functionality of mobile devices
99.01338958740234,with ABBYY technology!
99.44990539550781,"ABBYY, a leading provider of text recognition, data capture"
99.58296203613281,"and linguistic software, has implemented its technologies"
99.00602722167969,into a new generation of applications and tools
99.76810455322266,for mobile devices:
99.43497467041016,ABBYY mobile text recognition and translation
99.79305267333984,applications
99.5535888671875,ABBYY mobile solutions allow users to turn their devices into a portable
98.77454376220703,"scanner, smart translation assistant, or efficient contact management tool"
99.3641586303711,ABBYY FotoTranslate provides the easiest and fastest way to
99.0567398071289,translate words by simply taking an image of text with a built-in
99.54012298583984,camera on mobile devices.
94.84539031982422,ABBYY Lingvo Mobile is a multilingual dictionary for mobile devices
99.2809066772461,that provides accurate translation of words and word combinations
99.70287322998047,any time and place
97.93087005615234,ABBYY Tutor is a vocabulary building application which allows users
99.45000457763672,easily and effectively memorize foreign words.
99.55963134765625,ABBYY Business Card Reader automatically captures and stores
99.64161682128906,contact information from a business card into the mobile phone's
99.31819152832031,address book.
99.093994140625,ABBYY OCR toolkit for mobile software developers
6.702580451965332,2
99.06127166748047,Extend
99.81245422363281,functionality
96.4715805053711,of
99.33256530761719,mobile
99.45932006835938,devices
98.23355102539062,with
99.10293579101562,ABBYY
99.70368957519531,technology!
99.34026336669922,"ABBYY,"
99.66551971435547,a
99.60205078125,leading
99.8363265991211,provider
97.70642852783203,of
99.54608917236328,text
99.656005859375,"recognition,"
99.87186431884766,data
99.82462310791016,capture
99.6015396118164,and
99.77365112304688,linguistic
99.37035369873047,"software,"
99.89892578125,has
99.42740631103516,implemented
99.29581451416016,its
99.71304321289062,technologies
99.23902130126953,into
99.78050994873047,a
98.43832397460938,new
99.53502655029297,generation
98.95426940917969,of
99.94770050048828,applications
99.89293670654297,and
96.26042175292969,tools
99.86622619628906,for
99.72351837158203,mobile
99.71458435058594,devices:
99.6334457397461,ABBYY
99.49295806884766,mobile
98.50135040283203,text
99.51655578613281,recognition
99.79308319091797,and
99.67242431640625,translation
99.79959869384766,ABBYY
99.7186050415039,mobile
99.34806823730469,solutions
99.40518188476562,allow
99.58594512939453,users
99.69841766357422,to
99.7242660522461,turn
99.76516723632812,their
99.89771270751953,devices
98.3166275024414,into
99.48857116699219,a
99.89495086669922,portable
99.25395965576172,"scanner,"
99.33415985107422,smart
99.7613754272461,translation
97.02952575683594,"assistant,"
97.25078582763672,or
99.82550048828125,efficient
99.6556396484375,contact
99.4675521850586,management
97.39234161376953,tool
98.30357360839844,ABBYY
98.0059585571289,FotoTranslate
99.91361236572266,provides
99.8403091430664,the
99.40522003173828,easiest
99.9140396118164,and
99.89917755126953,fastest
99.64179229736328,way
99.3537368774414,to
95.96453857421875,translate
99.41505432128906,words
96.71528625488281,by
99.69847106933594,simply
99.8050765991211,taking
99.87987518310547,an
99.75135803222656,image
98.84998321533203,of
99.62617492675781,text
99.52928161621094,with
99.81211853027344,a
99.63365173339844,built-in
99.81629943847656,camera
99.37712860107422,on
99.67435455322266,mobile
99.29270935058594,devices.
93.74533081054688,ABBYY
98.9997329711914,Lingvo
99.86854553222656,Mobile
66.83511352539062,is
99.6693115234375,a
99.58189392089844,multilingual
99.93516540527344,dictionary
90.25831604003906,for
99.76312255859375,mobile
99.79735565185547,devices
99.63356018066406,that
99.81731414794922,provides
99.76978302001953,accurate
98.51686096191406,translation
98.11820220947266,of
99.2862548828125,words
99.9139175415039,and
98.96813201904297,word
99.5041275024414,combinations
99.91373443603516,any
99.40036010742188,time
99.75756072998047,and
99.73986053466797,place
99.02690887451172,ABBYY
99.63494110107422,Tutor
84.40687561035156,is
99.68148803710938,a
99.59571838378906,vocabulary
99.6726303100586,building
99.20809936523438,application
99.50099182128906,which
99.69557189941406,allows
98.88543701171875,users
99.79448699951172,easily
99.82101440429688,and
99.8373794555664,effectively
99.77196502685547,memorize
99.78850555419922,foreign
97.68666076660156,words.
98.62191009521484,ABBYY
99.70352935791016,Business
99.57592010498047,Card
99.46975708007812,Reader
99.93415832519531,automatically
99.86644744873047,captures
99.83723449707031,and
99.46810913085938,stores
99.02880096435547,contact
99.79467010498047,information
99.75282287597656,from
99.6785888671875,a
99.88973236083984,business
99.66962432861328,card
99.48236846923828,into
99.83231353759766,the
99.80590057373047,mobile
99.4813232421875,phone's
99.79032897949219,address
98.84603881835938,book.
99.33228302001953,ABBYY
97.87852478027344,OCR
98.80560302734375,toolkit
99.73485565185547,for
99.50437927246094,mobile
98.96028137207031,software
99.4420166015625,developers
